ns1:EventDate,ns1:AttendanceEventType,ns1:AttendanceEventCategory,ns1:AttendanceEventReason,ns1:EducationalEnvironment,ns1:StudentUniqueStateId,ns1:StateOrganizationId,ns1:LocalCourseCode,ns1:SchoolYear,ns1:Term,ns1:ClassPeriodName,ns1:Location
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,2517695596,57906041,20160418015101,2015-2016,Spring Semester,04,405-2
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,795415384,57906041,20160418015101,2015-2016,Spring Semester,04,405-2
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6890285271,57906041,20160418015101,2015-2016,Spring Semester,04,405-2
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8307904549,57906041,20160418015101,2015-2016,Spring Semester,04,405-2
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1078237294,57906041,20160417015101,2015-2016,Spring Semester,04,303-2
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,88766868,57906041,20160417015101,2015-2016,Spring Semester,04,303-2
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3358651204,57906041,20160416015201,2015-2016,Spring Semester,04,305-2
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1511465588,57906041,20160416015201,2015-2016,Spring Semester,04,305-2
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9885403491,57906041,20160410066491,2015-2016,Spring Semester,04,BAND-2
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5900127009,57906041,20160416015301,2015-2016,Spring Semester,04,206-13
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3484297711,57906041,20160418015201,2015-2016,Spring Semester,04,411-12
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,2526690126,57906041,20160418015201,2015-2016,Spring Semester,04,411-12
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,7587012758,57906041,20160418015201,2015-2016,Spring Semester,04,411-12
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5089271783,57906041,20160418015201,2015-2016,Spring Semester,04,411-12
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,8766630537,57906041,20160418015201,2015-2016,Spring Semester,04,411-12
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,7083633191,57906041,20160418015201,2015-2016,Spring Semester,04,411-12
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8730312385,57906041,20160410066001,2015-2016,Spring Semester,04,291-10
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6314267841,57906041,20160418150001,2015-2016,Spring Semester,04,406-1
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5500898423,57906041,20160418150001,2015-2016,Spring Semester,04,406-1
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,1370689407,57906041,20160418150001,2015-2016,Spring Semester,04,406-1
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,1227792716,57906041,20160418150001,2015-2016,Spring Semester,04,406-1
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,9889453359,57906041,20160418150001,2015-2016,Spring Semester,04,406-1
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,2266284682,57906041,20160418150001,2015-2016,Spring Semester,04,406-1
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8520976819,57906041,20160418015301,2015-2016,Spring Semester,04,307-1
1/11/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,6607161602,57906041,20160418015301,2015-2016,Spring Semester,04,307-1
1/11/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,897957493,57906041,20160417135701,2015-2016,Spring Semester,04,GYM-1
1/11/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,9843144027,57906041,20160417135701,2015-2016,Spring Semester,04,GYM-1
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,9758185895,57906041,20160417135701,2015-2016,Spring Semester,04,GYM-1
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,3998522757,57906041,20160417135701,2015-2016,Spring Semester,04,GYM-1
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,2629252086,57906041,20160417015201,2015-2016,Spring Semester,04,304-1
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4047903676,57906041,20160416015101,2015-2016,Spring Semester,04,201-1
1/11/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,8358179681,57906041,20160416015101,2015-2016,Spring Semester,04,201-1
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5663258805,57906041,20160410065521,2015-2016,Spring Semester,04,310-1
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3719310701,57906041,20160410065521,2015-2016,Spring Semester,04,310-1
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2450599452,57906041,20160410065521,2015-2016,Spring Semester,04,310-1
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6325715072,57906041,20160410065521,2015-2016,Spring Semester,04,310-1
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,3142977568,57906041,20160410065521,2015-2016,Spring Semester,04,310-1
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5454505346,57906041,20160410065531,2015-2016,Spring Semester,03,310-6
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7520036745,57906041,20160410138701,2015-2016,Spring Semester,05,GYM-2
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3484297711,57906041,20160410138701,2015-2016,Spring Semester,05,GYM-2
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,6607161602,57906041,20160410138701,2015-2016,Spring Semester,05,GYM-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,1226879583,57906041,20160410138701,2015-2016,Spring Semester,05,GYM-2
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5318842603,57906041,20160417015301,2015-2016,Spring Semester,05,309-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6754764056,57906041,20160417015301,2015-2016,Spring Semester,05,309-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,20160417015301,2015-2016,Spring Semester,05,309-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,62768601,57906041,20160417015301,2015-2016,Spring Semester,05,309-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6225039137,57906041,20160417015301,2015-2016,Spring Semester,05,309-17
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,4811969172,57906041,20160417015301,2015-2016,Spring Semester,05,309-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8985710403,57906041,20160418015201,2015-2016,Spring Semester,05,411-13
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6507259837,57906041,20160418015201,2015-2016,Spring Semester,05,411-13
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,5807749337,57906041,20160418015201,2015-2016,Spring Semester,05,411-13
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2450599452,57906041,20160418015201,2015-2016,Spring Semester,05,411-13
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,8358179681,57906041,20160416001001,2015-2016,Spring Semester,05,NA-11
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,5320512627,57906041,20160416001001,2015-2016,Spring Semester,05,NA-11
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6546996146,57906041,20160416015311,2015-2016,Spring Semester,05,206-1
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,6832675867,57906041,20160416015251,2015-2016,Spring Semester,05,ISTEAM-1
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,7466257834,57906041,20160410055711,2015-2016,Spring Semester,05,306-1
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6789999381,57906041,20160418173001,2015-2016,Spring Semester,04,403-7
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,1440082791,57906041,20160418173001,2015-2016,Spring Semester,04,403-7
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,3927195805,57906041,20160418173001,2015-2016,Spring Semester,04,403-7
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,7234693125,57906041,20160417015401,2015-2016,Spring Semester,04,P4-7
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,2251463668,57906041,20160417096001,2015-2016,Spring Semester,04,404-4
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,6131096956,57906041,20160417096001,2015-2016,Spring Semester,04,404-4
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5977490284,57906041,20160417155601,2015-2016,Spring Semester,04,P5-3
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4092584253,57906041,20160417155601,2015-2016,Spring Semester,04,P5-3
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4242784478,57906041,20160417155601,2015-2016,Spring Semester,04,P5-3
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,1953606219,57906041,20160417155601,2015-2016,Spring Semester,04,P5-3
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7568127391,57906041,20160417155601,2015-2016,Spring Semester,04,P5-3
1/11/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,1627931246,57906041,20160417155601,2015-2016,Spring Semester,04,P5-3
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3288619102,57906041,20160412063401,2015-2016,Spring Semester,04,AV-3
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9449782255,57906041,20160418015301,2015-2016,Spring Semester,04,409-2
1/11/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,4077801881,57906041,20160418015301,2015-2016,Spring Semester,04,409-2
1/11/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,1955615881,57906041,20160418015301,2015-2016,Spring Semester,04,409-2
1/11/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8717487873,57906041,20160418015101,2015-2016,Spring Semester,04,405-2
1/11/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,4017487277,57906041,20160418015101,2015-2016,Spring Semester,04,405-2
1/11/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,5157355786,57906041,20160418015101,2015-2016,Spring Semester,04,405-2
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,4017487277,57906041,20160418015501,2015-2016,Spring Semester,06,412-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5157355786,57906041,20160418015201,2015-2016,Spring Semester,06,411-14
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8717487873,57906041,20160418015201,2015-2016,Spring Semester,06,411-14
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7504249273,57906041,20160418015111,2015-2016,Spring Semester,06,402-1
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9889453359,57906041,20160418015111,2015-2016,Spring Semester,06,402-1
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1398805071,57906041,20160417096001,2015-2016,Spring Semester,06,AV-1
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,6832675867,57906041,20160416015451,2015-2016,Spring Semester,06,ISTEAM-1
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5900127009,57906041,20160416015101,2015-2016,Spring Semester,05,P3-9
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,4077801881,57906041,20160418121701,2015-2016,Spring Semester,05,404-8
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,4017487277,57906041,20160418121701,2015-2016,Spring Semester,05,404-8
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,9352015058,57906041,20160418121701,2015-2016,Spring Semester,05,404-8
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,8243750355,57906041,20160417015201,2015-2016,Spring Semester,05,304-5
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,100936343,57906041,20160416015401,2015-2016,Spring Semester,05,205-5
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,6516553181,57906041,20160416015401,2015-2016,Spring Semester,05,205-5
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,189956217,57906041,20160416015301,2015-2016,Spring Semester,05,409-5
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1133542243,57906041,20160416015301,2015-2016,Spring Semester,05,409-5
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5531085227,57906041,20160416015101,2015-2016,Spring Semester,05,201-5
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,2629252086,57906041,20160410137601,2015-2016,Spring Semester,05,GYM-5
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8730312385,57906041,20160417155601,2015-2016,Spring Semester,05,P5-4
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5048283404,57906041,20160417155601,2015-2016,Spring Semester,05,P5-4
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,2517695596,57906041,20160417155601,2015-2016,Spring Semester,05,P5-4
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1398805071,57906041,20160417015401,2015-2016,Spring Semester,05,P1-4
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,88766868,57906041,20160417015401,2015-2016,Spring Semester,05,P1-4
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,1072776375,57906041,20160417015401,2015-2016,Spring Semester,05,P1-4
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,5294467723,57906041,20160417015401,2015-2016,Spring Semester,05,P1-4
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7945263095,57906041,20160417015401,2015-2016,Spring Semester,05,P1-4
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9449782255,57906041,20160418015101,2015-2016,Spring Semester,05,405-3
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8729312789,57906041,20160418015101,2015-2016,Spring Semester,05,405-3
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6231645375,57906041,20160417015311,2015-2016,Spring Semester,05,307-3
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,9745228384,57906041,20160417015311,2015-2016,Spring Semester,05,307-3
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,5903885157,57906041,20160417015101,2015-2016,Spring Semester,05,303-3
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,444619127,57906041,20160417015101,2015-2016,Spring Semester,05,303-3
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2114222692,57906041,20160417015101,2015-2016,Spring Semester,05,303-3
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4266399217,57906041,20160417015211,2015-2016,Spring Semester,05,402-2
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5532452915,57906041,20160417015211,2015-2016,Spring Semester,05,402-2
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,9758185895,57906041,20160417015211,2015-2016,Spring Semester,05,402-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,3428877075,57906041,20160417015211,2015-2016,Spring Semester,05,402-2
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8485584369,57906041,20160410138701,2015-2016,Spring Semester,05,GYM-2
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7238412469,57906041,20160410065521,2015-2016,Spring Semester,07,310-2
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6254219767,57906041,20160410065521,2015-2016,Spring Semester,07,310-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,6516553181,57906041,20160416015501,2015-2016,Spring Semester,07,311-1
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8925442816,57906041,20160416015501,2015-2016,Spring Semester,07,311-1
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,360814035,57906041,20160416015501,2015-2016,Spring Semester,07,311-1
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,3072530074,57906041,20160416015501,2015-2016,Spring Semester,07,311-1
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6854042759,57906041,20160416015501,2015-2016,Spring Semester,07,311-1
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2317757472,57906041,20160416015501,2015-2016,Spring Semester,07,311-1
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,7466257834,57906041,20160410055721,2015-2016,Spring Semester,07,302-1
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9449782255,57906041,20160418121701,2015-2016,Spring Semester,06,404-7
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,6607161602,57906041,20160418121701,2015-2016,Spring Semester,06,404-7
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,3787579025,57906041,20160410066001,2015-2016,Spring Semester,06,291-7
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7846253434,57906041,20160418015101,2015-2016,Spring Semester,06,405-6
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,9352015058,57906041,20160418015101,2015-2016,Spring Semester,06,405-6
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,2629252086,57906041,20160417015401,2015-2016,Spring Semester,06,P1-6
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,3092535096,57906041,20160416015401,2015-2016,Spring Semester,06,205-6
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5318842603,57906041,20160417015501,2015-2016,Spring Semester,06,312-4
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,9758185895,57906041,20160417015501,2015-2016,Spring Semester,06,312-4
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,3428877075,57906041,20160417015501,2015-2016,Spring Semester,06,312-4
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,88766868,57906041,20160417015201,2015-2016,Spring Semester,06,304-4
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,189956217,57906041,20160416015501,2015-2016,Spring Semester,06,201-4
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,8358179681,57906041,20160416015501,2015-2016,Spring Semester,06,201-4
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,5320512627,57906041,20160416015501,2015-2016,Spring Semester,06,201-4
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5119783745,57906041,20160416015201,2015-2016,Spring Semester,06,305-4
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4047903676,57906041,20160416015201,2015-2016,Spring Semester,06,305-4
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5900127009,57906041,20160410136601,2015-2016,Spring Semester,06,GYM-3
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,6516553181,57906041,20160410136601,2015-2016,Spring Semester,06,GYM-3
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,2114222692,57906041,20160410065531,2015-2016,Spring Semester,06,310-3
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,1226879583,57906041,20160418015501,2015-2016,Spring Semester,06,409-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,2517695596,57906041,20160418015501,2015-2016,Spring Semester,06,409-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,7466257834,57906041,20160410137601,2015-2016,Spring Semester,06,GYM-2
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4092584253,57906041,20160410058001,2015-2016,Spring Semester,06,411-2
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9101401875,57906041,20160418015501,2015-2016,Spring Semester,06,412-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,20160418015501,2015-2016,Spring Semester,06,412-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9352132607,57906041,20160418015501,2015-2016,Spring Semester,06,412-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5028659502,57906041,20160418015501,2015-2016,Spring Semester,06,412-17
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8791688719,57906041,20160418015501,2015-2016,Spring Semester,06,412-17
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,4077801881,57906041,20160418015501,2015-2016,Spring Semester,06,412-17
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,8358179681,57906041,20160412063401,2015-2016,Spring Semester,08,AV-1
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8485584369,57906041,20160418015301,2015-2016,Spring Semester,07,406-9
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7520036745,57906041,20160418015301,2015-2016,Spring Semester,07,406-9
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,1226879583,57906041,20160418015301,2015-2016,Spring Semester,07,406-9
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,2517695596,57906041,20160418015301,2015-2016,Spring Semester,07,406-9
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1133542243,57906041,20160416015501,2015-2016,Spring Semester,07,312-9
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6859777847,57906041,20160418015201,2015-2016,Spring Semester,07,411-8
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,4077801881,57906041,20160418015201,2015-2016,Spring Semester,07,411-8
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,4017487277,57906041,20160418015201,2015-2016,Spring Semester,07,411-8
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,6607161602,57906041,20160418015201,2015-2016,Spring Semester,07,411-8
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,5320512627,57906041,20160416015301,2015-2016,Spring Semester,07,206-8
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4047903676,57906041,20160416015401,2015-2016,Spring Semester,07,205-7
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,8358179681,57906041,20160416015301,2015-2016,Spring Semester,07,409-7
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1398805071,57906041,20160412121971,2015-2016,Spring Semester,07,309-6
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,3853414405,57906041,20160412121971,2015-2016,Spring Semester,07,309-6
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2523024484,57906041,20160412121971,2015-2016,Spring Semester,07,309-6
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6139619919,57906041,20160412121971,2015-2016,Spring Semester,07,309-6
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5318842603,57906041,20160417015401,2015-2016,Spring Semester,07,P1-5
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6546996146,57906041,20160416015201,2015-2016,Spring Semester,07,305-5
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5900127009,57906041,20160416015201,2015-2016,Spring Semester,07,305-5
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,4811969172,57906041,20160417096001,2015-2016,Spring Semester,07,404-3
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,444619127,57906041,20160417096001,2015-2016,Spring Semester,07,404-3
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,4114358437,57906041,20160417096001,2015-2016,Spring Semester,07,404-3
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9449782255,57906041,20160418015401,2015-2016,Spring Semester,07,NA-2
1/12/2016,Section Attendance,Unexcused Absence,Suspension,Classroom,8981752751,57906041,20160418015401,2015-2016,Spring Semester,07,NA-2
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,9758185895,57906041,20160417096001,2015-2016,Spring Semester,07,AV-2
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,2629252086,57906041,20160417096001,2015-2016,Spring Semester,07,AV-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,2114222692,57906041,20160417096001,2015-2016,Spring Semester,07,AV-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,88766868,57906041,20160417096001,2015-2016,Spring Semester,07,AV-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,5025030753,57906041,20160417015171,2015-2016,Spring Semester,07,ISTEAM-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,6832675867,57906041,20160416015151,2015-2016,Spring Semester,07,ISTEAM-2
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7504249273,57906041,20160410066301,2015-2016,Spring Semester,07,291-2
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2266284682,57906041,20160410066301,2015-2016,Spring Semester,07,291-2
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,1620169737,57906041,20160410066301,2015-2016,Spring Semester,07,291-2
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,629411207,57906041,20160410066301,2015-2016,Spring Semester,07,291-2
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7915474437,57906041,20160410066301,2015-2016,Spring Semester,07,291-2
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,4299585268,57906041,20160410065521,2015-2016,Spring Semester,07,310-2
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,9352015058,57906041,20160410065521,2015-2016,Spring Semester,07,310-2
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,4299585268,57906041,20160418015101,2015-2016,Spring Semester,08,412-7
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,1226879583,57906041,20160418015101,2015-2016,Spring Semester,08,412-7
1/12/2016,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7587012758,57906041,20160418015101,2015-2016,Spring Semester,08,412-7
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5318842603,57906041,20160417015201,2015-2016,Spring Semester,08,304-7
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1398805071,57906041,20160417015201,2015-2016,Spring Semester,08,304-7
1/12/2016,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,4811969172,57906041,20160417015201,2015-2016,Spring Semester,08,304-7
1/12/2016,Section Attendance,Excused Absence,Excused Absence,Classroom,6516553181,57906041,20160416015201,2015-2016,Spring Semester,08,305-7
1/12/2016,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1133542243,57906041,20160416015101,2015-2016,Spring Semester,08,201-7
